tanggal,provinsi_id,provinsi,harga,avg,stddev,kelompok,persen,diff,show
2024-01-01,1,Aceh,29550.0,36950.0,18000.0,6,0.0,,True
2024-01-01,2,Sumatera Utara,33950.0,36950.0,18000.0,6,0.0,,True
2024-01-01,3,Sumatera Barat,44000.0,36950.0,18000.0,6,0.0,,True
2024-01-01,4,Riau,0.0,36950.0,18000.0,7,0.0,,False
2024-01-01,5,Kepulauan Riau,37700.0,36950.0,18000.0,6,0.0,,True
2024-01-01,6,Jambi,32600.0,36950.0,18000.0,6,0.0,,True
2024-01-01,7,Bengkulu,0.0,36950.0,18000.0,7,0.0,,False
2024-01-01,8,Sumatera Selatan,0.0,36950.0,18000.0,7,0.0,,False
2024-01-01,9,Kepulauan Bangka Belitung,38250.0,36950.0,18000.0,6,0.0,,True
2024-01-01,10,Lampung,0.0,36950.0,18000.0,7,0.0,,False
2024-01-01,11,Banten,37750.0,36950.0,18000.0,6,0.0,,True
2024-01-01,12,Jawa Barat,35200.0,36950.0,18000.0,6,0.0,,True
2024-01-01,13,DKI Jakarta,0.0,36950.0,18000.0,7,0.0,,False
2024-01-01,14,Jawa Tengah,33150.0,36950.0,18000.0,6,0.0,,True
2024-01-01,15,DI Yogyakarta,34750.0,36950.0,18000.0,6,0.0,,True
2024-01-01,16,Jawa Timur,31900.0,36950.0,18000.0,6,0.0,,True
2024-01-01,17,Bali,34500.0,36950.0,18000.0,6,0.0,,True
2024-01-01,18,Nusa Tenggara Barat,37700.0,36950.0,18000.0,6,0.0,,True
2024-01-01,19,Nusa Tenggara Timur,0.0,36950.0,18000.0,7,0.0,,False
2024-01-01,20,Kalimantan Barat,0.0,36950.0,18000.0,7,0.0,,False
2024-01-01,21,Kalimantan Selatan,50000.0,36950.0,18000.0,6,0.0,,True
2024-01-01,22,Kalimantan Tengah,50000.0,36950.0,18000.0,6,0.0,,True
2024-01-01,23,Kalimantan Timur,37300.0,36950.0,18000.0,6,0.0,,True
2024-01-01,24,Kalimantan Utara,0.0,36950.0,18000.0,7,0.0,,False
2024-01-01,25,Gorontalo,29050.0,36950.0,18000.0,6,0.0,,True
2024-01-01,26,Sulawesi Selatan,28800.0,36950.0,18000.0,6,0.0,,True
2024-01-01,27,Sulawesi Tenggara,37250.0,36950.0,18000.0,6,0.0,,True
2024-01-01,28,Sulawesi Tengah,0.0,36950.0,18000.0,7,0.0,,False
2024-01-01,29,Sulawesi Utara,35400.0,36950.0,18000.0,6,0.0,,True
2024-01-01,30,Sulawesi Barat,30150.0,36950.0,18000.0,6,0.0,,True
2024-01-01,31,Maluku,40900.0,36950.0,18000.0,6,0.0,,True
2024-01-01,32,Maluku Utara,0.0,36950.0,18000.0,7,0.0,,False
2024-01-01,33,Papua,0.0,36950.0,18000.0,7,0.0,,False
2024-01-01,34,Papua Barat,49650.0,36950.0,18000.0,6,0.0,,True
2024-01-02,1,Aceh,29450.0,37550.0,6700.0,5,-0.34,-Rp100,True
2024-01-02,2,Sumatera Utara,34350.0,37550.0,6700.0,4,1.18,Rp400,True
2024-01-02,3,Sumatera Barat,44500.0,37550.0,6700.0,2,1.14,Rp500,True
2024-01-02,4,Riau,27650.0,37550.0,6700.0,6,0.0,,True
2024-01-02,5,Kepulauan Riau,37500.0,37550.0,6700.0,4,-0.53,-Rp200,True
2024-01-02,6,Jambi,33600.0,37550.0,6700.0,4,3.07,Rp1000,True
2024-01-02,7,Bengkulu,34150.0,37550.0,6700.0,6,0.0,,True
2024-01-02,8,Sumatera Selatan,32750.0,37550.0,6700.0,6,0.0,,True
2024-01-02,9,Kepulauan Bangka Belitung,38650.0,37550.0,6700.0,3,1.05,Rp400,True
2024-01-02,10,Lampung,31700.0,37550.0,6700.0,6,0.0,,True
2024-01-02,11,Banten,37750.0,37550.0,6700.0,4,0.0,Rp0,True
2024-01-02,12,Jawa Barat,35200.0,37550.0,6700.0,4,0.0,Rp0,True
2024-01-02,13,DKI Jakarta,36000.0,37550.0,6700.0,6,0.0,,True
2024-01-02,14,Jawa Tengah,33300.0,37550.0,6700.0,4,0.45,Rp150,True
2024-01-02,15,DI Yogyakarta,34750.0,37550.0,6700.0,4,0.0,Rp0,True
2024-01-02,16,Jawa Timur,31850.0,37550.0,6700.0,5,-0.16,-Rp50,True
2024-01-02,17,Bali,36650.0,37550.0,6700.0,4,6.23,Rp2150,True
2024-01-02,18,Nusa Tenggara Barat,39500.0,37550.0,6700.0,3,4.77,Rp1800,True
2024-01-02,19,Nusa Tenggara Timur,44850.0,37550.0,6700.0,6,0.0,,True
2024-01-02,20,Kalimantan Barat,40550.0,37550.0,6700.0,6,0.0,,True
2024-01-02,21,Kalimantan Selatan,50000.0,37550.0,6700.0,1,0.0,Rp0,True
2024-01-02,22,Kalimantan Tengah,53000.0,37550.0,6700.0,1,6.0,Rp3000,True
2024-01-02,23,Kalimantan Timur,35100.0,37550.0,6700.0,4,-5.9,-Rp2200,True
2024-01-02,24,Kalimantan Utara,48150.0,37550.0,6700.0,6,0.0,,True
2024-01-02,25,Gorontalo,29050.0,37550.0,6700.0,5,0.0,Rp0,True
2024-01-02,26,Sulawesi Selatan,29150.0,37550.0,6700.0,5,1.22,Rp350,True
2024-01-02,27,Sulawesi Tenggara,37250.0,37550.0,6700.0,4,0.0,Rp0,True
2024-01-02,28,Sulawesi Tengah,32650.0,37550.0,6700.0,6,0.0,,True
2024-01-02,29,Sulawesi Utara,35150.0,37550.0,6700.0,4,-0.71,-Rp250,True
2024-01-02,30,Sulawesi Barat,29850.0,37550.0,6700.0,5,-1.0,-Rp300,True
2024-01-02,31,Maluku,43650.0,37550.0,6700.0,2,6.72,Rp2750,True
2024-01-02,32,Maluku Utara,42500.0,37550.0,6700.0,6,0.0,,True
2024-01-02,33,Papua,42800.0,37550.0,6700.0,6,0.0,,True
2024-01-02,34,Papua Barat,53450.0,37550.0,6700.0,1,7.65,Rp3800,True
2024-01-03,1,Aceh,29650.0,37650.0,6500.0,5,0.68,Rp200,True
2024-01-03,2,Sumatera Utara,34300.0,37650.0,6500.0,4,-0.15,-Rp50,True
2024-01-03,3,Sumatera Barat,44700.0,37650.0,6500.0,2,0.45,Rp200,True
2024-01-03,4,Riau,28900.0,37650.0,6500.0,5,4.52,Rp1250,True
2024-01-03,5,Kepulauan Riau,37600.0,37650.0,6500.0,4,0.27,Rp100,True
2024-01-03,6,Jambi,33700.0,37650.0,6500.0,5,0.3,Rp100,True
2024-01-03,7,Bengkulu,34400.0,37650.0,6500.0,4,0.73,Rp250,True
2024-01-03,8,Sumatera Selatan,33000.0,37650.0,6500.0,5,0.76,Rp250,True
2024-01-03,9,Kepulauan Bangka Belitung,38650.0,37650.0,6500.0,4,0.0,Rp0,True
2024-01-03,10,Lampung,31550.0,37650.0,6500.0,5,-0.47,-Rp150,True
2024-01-03,11,Banten,37750.0,37650.0,6500.0,4,0.0,Rp0,True
2024-01-03,12,Jawa Barat,34950.0,37650.0,6500.0,4,-0.71,-Rp250,True
2024-01-03,13,DKI Jakarta,35850.0,37650.0,6500.0,4,-0.42,-Rp150,True
2024-01-03,14,Jawa Tengah,33100.0,37650.0,6500.0,5,-0.6,-Rp200,True
2024-01-03,15,DI Yogyakarta,34750.0,37650.0,6500.0,4,0.0,Rp0,True
2024-01-03,16,Jawa Timur,31700.0,37650.0,6500.0,5,-0.47,-Rp150,True
