tanggal,provinsi_id,provinsi,harga,avg,stddev,kelompok,persen,diff,show
2024-01-01,1,Aceh,38400.0,40050.0,19100.0,6,0.0,,True
2024-01-01,2,Sumatera Utara,37250.0,40050.0,19100.0,6,0.0,,True
2024-01-01,3,Sumatera Barat,37250.0,40050.0,19100.0,6,0.0,,True
2024-01-01,4,Riau,0.0,40050.0,19100.0,7,0.0,,False
2024-01-01,5,Kepulauan Riau,35100.0,40050.0,19100.0,6,0.0,,True
2024-01-01,6,Jambi,39000.0,40050.0,19100.0,6,0.0,,True
2024-01-01,7,Bengkulu,0.0,40050.0,19100.0,7,0.0,,False
2024-01-01,8,Sumatera Selatan,0.0,40050.0,19100.0,7,0.0,,False
2024-01-01,9,Kepulauan Bangka Belitung,39750.0,40050.0,19100.0,6,0.0,,True
2024-01-01,10,Lampung,0.0,40050.0,19100.0,7,0.0,,False
2024-01-01,11,Banten,39750.0,40050.0,19100.0,6,0.0,,True
2024-01-01,12,Jawa Barat,40150.0,40050.0,19100.0,6,0.0,,True
2024-01-01,13,DKI Jakarta,0.0,40050.0,19100.0,7,0.0,,False
2024-01-01,14,Jawa Tengah,39300.0,40050.0,19100.0,6,0.0,,True
2024-01-01,15,DI Yogyakarta,43500.0,40050.0,19100.0,6,0.0,,True
2024-01-01,16,Jawa Timur,34400.0,40050.0,19100.0,6,0.0,,True
2024-01-01,17,Bali,35000.0,40050.0,19100.0,6,0.0,,True
2024-01-01,18,Nusa Tenggara Barat,37650.0,40050.0,19100.0,6,0.0,,True
2024-01-01,19,Nusa Tenggara Timur,0.0,40050.0,19100.0,7,0.0,,False
2024-01-01,20,Kalimantan Barat,0.0,40050.0,19100.0,7,0.0,,False
2024-01-01,21,Kalimantan Selatan,38250.0,40050.0,19100.0,6,0.0,,True
2024-01-01,22,Kalimantan Tengah,38250.0,40050.0,19100.0,6,0.0,,True
2024-01-01,23,Kalimantan Timur,40750.0,40050.0,19100.0,6,0.0,,True
2024-01-01,24,Kalimantan Utara,0.0,40050.0,19100.0,7,0.0,,False
2024-01-01,25,Gorontalo,43350.0,40050.0,19100.0,6,0.0,,True
2024-01-01,26,Sulawesi Selatan,38450.0,40050.0,19100.0,6,0.0,,True
2024-01-01,27,Sulawesi Tenggara,44400.0,40050.0,19100.0,6,0.0,,True
2024-01-01,28,Sulawesi Tengah,0.0,40050.0,19100.0,7,0.0,,False
2024-01-01,29,Sulawesi Utara,44150.0,40050.0,19100.0,6,0.0,,True
2024-01-01,30,Sulawesi Barat,38100.0,40050.0,19100.0,6,0.0,,True
2024-01-01,31,Maluku,43150.0,40050.0,19100.0,6,0.0,,True
2024-01-01,32,Maluku Utara,0.0,40050.0,19100.0,7,0.0,,False
2024-01-01,33,Papua,0.0,40050.0,19100.0,7,0.0,,False
2024-01-01,34,Papua Barat,56250.0,40050.0,19100.0,6,0.0,,True
2024-01-02,1,Aceh,38250.0,41150.0,5050.0,5,-0.39,-Rp150,True
2024-01-02,2,Sumatera Utara,37250.0,41150.0,5050.0,5,0.0,Rp0,True
2024-01-02,3,Sumatera Barat,37250.0,41150.0,5050.0,5,0.0,Rp0,True
2024-01-02,4,Riau,36100.0,41150.0,5050.0,6,0.0,,True
2024-01-02,5,Kepulauan Riau,35350.0,41150.0,5050.0,5,0.71,Rp250,True
2024-01-02,6,Jambi,39150.0,41150.0,5050.0,4,0.38,Rp150,True
2024-01-02,7,Bengkulu,37150.0,41150.0,5050.0,6,0.0,,True
2024-01-02,8,Sumatera Selatan,38450.0,41150.0,5050.0,6,0.0,,True
2024-01-02,9,Kepulauan Bangka Belitung,40150.0,41150.0,5050.0,4,1.01,Rp400,True
2024-01-02,10,Lampung,36150.0,41150.0,5050.0,6,0.0,,True
2024-01-02,11,Banten,39750.0,41150.0,5050.0,4,0.0,Rp0,True
2024-01-02,12,Jawa Barat,40250.0,41150.0,5050.0,4,0.25,Rp100,True
2024-01-02,13,DKI Jakarta,45850.0,41150.0,5050.0,6,0.0,,True
2024-01-02,14,Jawa Tengah,40900.0,41150.0,5050.0,4,4.07,Rp1600,True
2024-01-02,15,DI Yogyakarta,43500.0,41150.0,5050.0,4,0.0,Rp0,True
2024-01-02,16,Jawa Timur,34600.0,41150.0,5050.0,5,0.58,Rp200,True
2024-01-02,17,Bali,34500.0,41150.0,5050.0,5,-1.43,-Rp500,True
2024-01-02,18,Nusa Tenggara Barat,39650.0,41150.0,5050.0,4,5.31,Rp2000,True
2024-01-02,19,Nusa Tenggara Timur,45400.0,41150.0,5050.0,6,0.0,,True
2024-01-02,20,Kalimantan Barat,37550.0,41150.0,5050.0,6,0.0,,True
2024-01-02,21,Kalimantan Selatan,39000.0,41150.0,5050.0,5,1.96,Rp750,True
2024-01-02,22,Kalimantan Tengah,39250.0,41150.0,5050.0,4,2.61,Rp1000,True
2024-01-02,23,Kalimantan Timur,42100.0,41150.0,5050.0,4,3.31,Rp1350,True
2024-01-02,24,Kalimantan Utara,44150.0,41150.0,5050.0,6,0.0,,True
2024-01-02,25,Gorontalo,43350.0,41150.0,5050.0,4,0.0,Rp0,True
2024-01-02,26,Sulawesi Selatan,38850.0,41150.0,5050.0,5,1.04,Rp400,True
2024-01-02,27,Sulawesi Tenggara,45000.0,41150.0,5050.0,3,1.35,Rp600,True
2024-01-02,28,Sulawesi Tengah,42500.0,41150.0,5050.0,6,0.0,,True
2024-01-02,29,Sulawesi Utara,44150.0,41150.0,5050.0,3,0.0,Rp0,True
2024-01-02,30,Sulawesi Barat,37850.0,41150.0,5050.0,5,-0.66,-Rp250,True
2024-01-02,31,Maluku,44400.0,41150.0,5050.0,3,2.9,Rp1250,True
2024-01-02,32,Maluku Utara,53750.0,41150.0,5050.0,6,0.0,,True
2024-01-02,33,Papua,49400.0,41150.0,5050.0,6,0.0,,True
2024-01-02,34,Papua Barat,57500.0,41150.0,5050.0,1,2.22,Rp1250,True
2024-01-03,1,Aceh,38000.0,41250.0,5150.0,5,-0.65,-Rp250,True
2024-01-03,2,Sumatera Utara,37350.0,41250.0,5150.0,5,0.27,Rp100,True
2024-01-03,3,Sumatera Barat,37250.0,41250.0,5150.0,5,0.0,Rp0,True
2024-01-03,4,Riau,37250.0,41250.0,5150.0,5,3.19,Rp1150,True
2024-01-03,5,Kepulauan Riau,35450.0,41250.0,5150.0,5,0.28,Rp100,True
2024-01-03,6,Jambi,37750.0,41250.0,5150.0,5,-3.58,-Rp1400,True
2024-01-03,7,Bengkulu,38750.0,41250.0,5150.0,5,4.31,Rp1600,True
2024-01-03,8,Sumatera Selatan,37450.0,41250.0,5150.0,5,-2.6,-Rp1000,True
2024-01-03,9,Kepulauan Bangka Belitung,40250.0,41250.0,5150.0,4,0.25,Rp100,True
2024-01-03,10,Lampung,35750.0,41250.0,5150.0,5,-1.11,-Rp400,True
2024-01-03,11,Banten,39750.0,41250.0,5150.0,4,0.0,Rp0,True
2024-01-03,12,Jawa Barat,40300.0,41250.0,5150.0,4,0.12,Rp50,True
2024-01-03,13,DKI Jakarta,45850.0,41250.0,5150.0,3,0.0,Rp0,True
2024-01-03,14,Jawa Tengah,40700.0,41250.0,5150.0,4,-0.49,-Rp200,True
2024-01-03,15,DI Yogyakarta,43500.0,41250.0,5150.0,4,0.0,Rp0,True
2024-01-03,16,Jawa Timur,34600.0,41250.0,5150.0,5,0.0,Rp0,True
2024-01-03,17,Bali,34500.0,41250.0,5150.0,5,0.0,Rp0,True
2024-01-03,18,Nusa Tenggara Barat,39650.0,41250.0,5150.0,4,0.0,Rp0,True
2024-01-03,19,Nusa Tenggara Timur,45400.0,41250.0,5150.0,3,0.0,Rp0,True
2024-01-03,20,Kalimantan Barat,37350.0,41250.0,5150.0,5,-0.53,-Rp200,True
2024-01-03,21,Kalimantan Selatan,39000.0,41250.0,5150.0,5,0.0,Rp0,True
2024-01-03,22,Kalimantan Tengah,39250.0,41250.0,5150.0,4,0.0,Rp0,True
