tanggal,provinsi_id,provinsi,harga,avg,stddev,kelompok,persen,diff,show
2024-01-01,1,Aceh,40400.0,40000.0,19200.0,6,0.0,,True
2024-01-01,2,Sumatera Utara,36700.0,40000.0,19200.0,6,0.0,,True
2024-01-01,3,Sumatera Barat,37000.0,40000.0,19200.0,6,0.0,,True
2024-01-01,4,Riau,0.0,40000.0,19200.0,7,0.0,,False
2024-01-01,5,Kepulauan Riau,41950.0,40000.0,19200.0,6,0.0,,True
2024-01-01,6,Jambi,38000.0,40000.0,19200.0,6,0.0,,True
2024-01-01,7,Bengkulu,0.0,40000.0,19200.0,7,0.0,,False
2024-01-01,8,Sumatera Selatan,0.0,40000.0,19200.0,7,0.0,,False
2024-01-01,9,Kepulauan Bangka Belitung,41750.0,40000.0,19200.0,6,0.0,,True
2024-01-01,10,Lampung,0.0,40000.0,19200.0,7,0.0,,False
2024-01-01,11,Banten,44350.0,40000.0,19200.0,6,0.0,,True
2024-01-01,12,Jawa Barat,39900.0,40000.0,19200.0,6,0.0,,True
2024-01-01,13,DKI Jakarta,0.0,40000.0,19200.0,7,0.0,,False
2024-01-01,14,Jawa Tengah,37400.0,40000.0,19200.0,6,0.0,,True
2024-01-01,15,DI Yogyakarta,39750.0,40000.0,19200.0,6,0.0,,True
2024-01-01,16,Jawa Timur,33700.0,40000.0,19200.0,6,0.0,,True
2024-01-01,17,Bali,35000.0,40000.0,19200.0,6,0.0,,True
2024-01-01,18,Nusa Tenggara Barat,32250.0,40000.0,19200.0,6,0.0,,True
2024-01-01,19,Nusa Tenggara Timur,0.0,40000.0,19200.0,7,0.0,,False
2024-01-01,20,Kalimantan Barat,0.0,40000.0,19200.0,7,0.0,,False
2024-01-01,21,Kalimantan Selatan,36500.0,40000.0,19200.0,6,0.0,,True
2024-01-01,22,Kalimantan Tengah,38750.0,40000.0,19200.0,6,0.0,,True
2024-01-01,23,Kalimantan Timur,43400.0,40000.0,19200.0,6,0.0,,True
2024-01-01,24,Kalimantan Utara,0.0,40000.0,19200.0,7,0.0,,False
2024-01-01,25,Gorontalo,47350.0,40000.0,19200.0,6,0.0,,True
2024-01-01,26,Sulawesi Selatan,39400.0,40000.0,19200.0,6,0.0,,True
2024-01-01,27,Sulawesi Tenggara,40650.0,40000.0,19200.0,6,0.0,,True
2024-01-01,28,Sulawesi Tengah,0.0,40000.0,19200.0,7,0.0,,False
2024-01-01,29,Sulawesi Utara,46150.0,40000.0,19200.0,6,0.0,,True
2024-01-01,30,Sulawesi Barat,35150.0,40000.0,19200.0,6,0.0,,True
2024-01-01,31,Maluku,38750.0,40000.0,19200.0,6,0.0,,True
2024-01-01,32,Maluku Utara,0.0,40000.0,19200.0,7,0.0,,False
2024-01-01,33,Papua,0.0,40000.0,19200.0,7,0.0,,False
2024-01-01,34,Papua Barat,56250.0,40000.0,19200.0,6,0.0,,True
2024-01-02,1,Aceh,41500.0,41250.0,6100.0,4,2.72,Rp1100,True
2024-01-02,2,Sumatera Utara,39000.0,41250.0,6100.0,4,6.27,Rp2300,True
2024-01-02,3,Sumatera Barat,37750.0,41250.0,6100.0,4,2.03,Rp750,True
2024-01-02,4,Riau,34400.0,41250.0,6100.0,6,0.0,,True
2024-01-02,5,Kepulauan Riau,41450.0,41250.0,6100.0,4,-1.19,-Rp500,True
2024-01-02,6,Jambi,36250.0,41250.0,6100.0,5,-4.61,-Rp1750,True
2024-01-02,7,Bengkulu,35400.0,41250.0,6100.0,6,0.0,,True
2024-01-02,8,Sumatera Selatan,38950.0,41250.0,6100.0,6,0.0,,True
2024-01-02,9,Kepulauan Bangka Belitung,43650.0,41250.0,6100.0,3,4.55,Rp1900,True
2024-01-02,10,Lampung,33750.0,41250.0,6100.0,6,0.0,,True
2024-01-02,11,Banten,43750.0,41250.0,6100.0,3,-1.35,-Rp600,True
2024-01-02,12,Jawa Barat,41150.0,41250.0,6100.0,4,3.13,Rp1250,True
2024-01-02,13,DKI Jakarta,44150.0,41250.0,6100.0,6,0.0,,True
2024-01-02,14,Jawa Tengah,39250.0,41250.0,6100.0,4,4.95,Rp1850,True
2024-01-02,15,DI Yogyakarta,40000.0,41250.0,6100.0,4,0.63,Rp250,True
2024-01-02,16,Jawa Timur,34600.0,41250.0,6100.0,5,2.67,Rp900,True
