tanggal,provinsi_id,provinsi,harga,avg,stddev,kelompok,persen,diff,show
2024-01-01,31,Maluku,34950.0,28850.0,13800.0,6,0.0,,True
2024-01-01,32,Maluku Utara,0.0,28850.0,13800.0,7,0.0,,False
2024-01-01,33,Papua,0.0,28850.0,13800.0,7,0.0,,False
2024-01-01,34,Papua Barat,38700.0,28850.0,13800.0,6,0.0,,True
2024-01-02,1,Aceh,28350.0,29350.0,3750.0,4,0.0,Rp0,True
2024-01-02,2,Sumatera Utara,28850.0,29350.0,3750.0,4,0.0,Rp0,True
2024-01-02,3,Sumatera Barat,26600.0,29350.0,3750.0,5,0.0,Rp0,True
2024-01-02,4,Riau,26950.0,29350.0,3750.0,6,0.0,,True
2024-01-02,5,Kepulauan Riau,27500.0,29350.0,3750.0,4,-0.36,-Rp100,True
2024-01-02,6,Jambi,25700.0,29350.0,3750.0,5,0.0,Rp0,True
2024-01-02,7,Bengkulu,26950.0,29350.0,3750.0,6,0.0,,True
2024-01-02,8,Sumatera Selatan,26650.0,29350.0,3750.0,6,0.0,,True
2024-01-02,9,Kepulauan Bangka Belitung,31600.0,29350.0,3750.0,3,-0.63,-Rp200,True
2024-01-02,10,Lampung,26500.0,29350.0,3750.0,6,0.0,,True
2024-01-02,11,Banten,26500.0,29350.0,3750.0,5,0.0,Rp0,True
2024-01-02,12,Jawa Barat,26950.0,29350.0,3750.0,5,-0.37,-Rp100,True
2024-01-02,13,DKI Jakarta,27000.0,29350.0,3750.0,6,0.0,,True
2024-01-02,14,Jawa Tengah,26450.0,29350.0,3750.0,5,0.38,Rp100,True
2024-01-02,15,DI Yogyakarta,27000.0,29350.0,3750.0,5,0.0,Rp0,True
2024-01-02,16,Jawa Timur,25650.0,29350.0,3750.0,5,-0.58,-Rp150,True
2024-01-02,17,Bali,26650.0,29350.0,3750.0,5,2.11,Rp550,True
2024-01-02,18,Nusa Tenggara Barat,29500.0,29350.0,3750.0,4,-0.17,-Rp50,True
2024-01-02,19,Nusa Tenggara Timur,32250.0,29350.0,3750.0,6,0.0,,True
2024-01-02,20,Kalimantan Barat,30200.0,29350.0,3750.0,6,0.0,,True
2024-01-02,21,Kalimantan Selatan,31100.0,29350.0,3750.0,3,0.0,Rp0,True
2024-01-02,22,Kalimantan Tengah,31000.0,29350.0,3750.0,3,-0.64,-Rp200,True
2024-01-02,23,Kalimantan Timur,30300.0,29350.0,3750.0,3,5.57,Rp1600,True
2024-01-02,24,Kalimantan Utara,30650.0,29350.0,3750.0,6,0.0,,True
2024-01-02,25,Gorontalo,34300.0,29350.0,3750.0,2,0.0,Rp0,True
2024-01-02,26,Sulawesi Selatan,23800.0,29350.0,3750.0,5,-0.63,-Rp150,True
2024-01-02,27,Sulawesi Tenggara,29650.0,29350.0,3750.0,4,0.0,Rp0,True
2024-01-02,28,Sulawesi Tengah,29900.0,29350.0,3750.0,6,0.0,,True
2024-01-02,29,Sulawesi Utara,30150.0,29350.0,3750.0,4,-0.17,-Rp50,True
2024-01-02,30,Sulawesi Barat,23750.0,29350.0,3750.0,5,0.0,Rp0,True
2024-01-02,31,Maluku,35950.0,29350.0,3750.0,2,2.86,Rp1000,True
2024-01-02,32,Maluku Utara,36100.0,29350.0,3750.0,6,0.0,,True
2024-01-02,33,Papua,36700.0,29350.0,3750.0,6,0.0,,True
2024-01-02,34,Papua Barat,40000.0,29350.0,3750.0,1,3.36,Rp1300,True
2024-01-03,1,Aceh,28050.0,29250.0,3750.0,4,-1.06,-Rp300,True
2024-01-03,2,Sumatera Utara,28850.0,29250.0,3750.0,4,0.0,Rp0,True
2024-01-03,3,Sumatera Barat,26600.0,29250.0,3750.0,5,0.0,Rp0,True
2024-01-03,4,Riau,26850.0,29250.0,3750.0,5,-0.37,-Rp100,True
2024-01-03,5,Kepulauan Riau,27500.0,29250.0,3750.0,4,0.0,Rp0,True
2024-01-03,6,Jambi,25700.0,29250.0,3750.0,5,0.0,Rp0,True
2024-01-03,7,Bengkulu,27050.0,29250.0,3750.0,4,0.37,Rp100,True
2024-01-03,8,Sumatera Selatan,26400.0,29250.0,3750.0,5,-0.94,-Rp250,True
2024-01-03,9,Kepulauan Bangka Belitung,31600.0,29250.0,3750.0,3,0.0,Rp0,True
2024-01-03,10,Lampung,26400.0,29250.0,3750.0,5,-0.38,-Rp100,True
2024-01-03,11,Banten,26500.0,29250.0,3750.0,5,0.0,Rp0,True
2024-01-03,12,Jawa Barat,26800.0,29250.0,3750.0,5,-0.56,-Rp150,True
2024-01-03,13,DKI Jakarta,27000.0,29250.0,3750.0,5,0.0,Rp0,True
2024-01-03,14,Jawa Tengah,26350.0,29250.0,3750.0,5,-0.38,-Rp100,True
2024-01-03,15,DI Yogyakarta,26750.0,29250.0,3750.0,5,-0.93,-Rp250,True
2024-01-03,16,Jawa Timur,25550.0,29250.0,3750.0,5,-0.39,-Rp100,True
2024-01-03,17,Bali,26650.0,29250.0,3750.0,5,0.0,Rp0,True
2024-01-03,18,Nusa Tenggara Barat,29350.0,29250.0,3750.0,4,-0.51,-Rp150,True
2024-01-03,19,Nusa Tenggara Timur,32250.0,29250.0,3750.0,3,0.0,Rp0,True
2024-01-03,20,Kalimantan Barat,29950.0,29250.0,3750.0,4,-0.83,-Rp250,True
2024-01-03,21,Kalimantan Selatan,31100.0,29250.0,3750.0,3,0.0,Rp0,True
2024-01-03,22,Kalimantan Tengah,31000.0,29250.0,3750.0,3,0.0,Rp0,True
2024-01-03,23,Kalimantan Timur,29150.0,29250.0,3750.0,4,-3.8,-Rp1150,True
2024-01-03,24,Kalimantan Utara,30500.0,29250.0,3750.0,3,-0.49,-Rp150,True
2024-01-03,25,Gorontalo,34300.0,29250.0,3750.0,2,0.0,Rp0,True
2024-01-03,26,Sulawesi Selatan,23800.0,29250.0,3750.0,5,0.0,Rp0,True
2024-01-03,27,Sulawesi Tenggara,29650.0,29250.0,3750.0,4,0.0,Rp0,True
2024-01-03,28,Sulawesi Tengah,29900.0,29250.0,3750.0,4,0.0,Rp0,True
2024-01-03,29,Sulawesi Utara,30150.0,29250.0,3750.0,4,0.0,Rp0,True
2024-01-03,30,Sulawesi Barat,23750.0,29250.0,3750.0,5,0.0,Rp0,True
2024-01-03,31,Maluku,35950.0,29250.0,3750.0,2,0.0,Rp0,True
2024-01-03,32,Maluku Utara,36100.0,29250.0,3750.0,2,0.0,Rp0,True
2024-01-03,33,Papua,36700.0,29250.0,3750.0,2,0.0,Rp0,True
2024-01-03,34,Papua Barat,40000.0,29250.0,3750.0,1,0.0,Rp0,True
2024-01-04,1,Aceh,28050.0,29200.0,3700.0,4,0.0,Rp0,True
2024-01-04,2,Sumatera Utara,28800.0,29200.0,3700.0,4,-0.17,-Rp50,True
2024-01-04,3,Sumatera Barat,26600.0,29200.0,3700.0,5,0.0,Rp0,True
2024-01-04,4,Riau,26900.0,29200.0,3700.0,4,0.19,Rp50,True
2024-01-04,5,Kepulauan Riau,27500.0,29200.0,3700.0,4,0.0,Rp0,True
2024-01-04,6,Jambi,25700.0,29200.0,3700.0,5,0.0,Rp0,True
2024-01-04,7,Bengkulu,27050.0,29200.0,3700.0,4,0.0,Rp0,True
2024-01-04,8,Sumatera Selatan,26400.0,29200.0,3700.0,5,0.0,Rp0,True
2024-01-04,9,Kepulauan Bangka Belitung,31600.0,29200.0,3700.0,3,0.0,Rp0,True
2024-01-04,10,Lampung,26000.0,29200.0,3700.0,5,-1.52,-Rp400,True
2024-01-04,11,Banten,26100.0,29200.0,3700.0,5,-1.51,-Rp400,True
2024-01-04,12,Jawa Barat,26700.0,29200.0,3700.0,5,-0.37,-Rp100,True
2024-01-04,13,DKI Jakarta,26700.0,29200.0,3700.0,5,-1.11,-Rp300,True
2024-01-04,14,Jawa Tengah,26250.0,29200.0,3700.0,5,-0.38,-Rp100,True
2024-01-04,15,DI Yogyakarta,26750.0,29200.0,3700.0,4,0.0,Rp0,True
2024-01-04,16,Jawa Timur,25450.0,29200.0,3700.0,5,-0.39,-Rp100,True
2024-01-04,17,Bali,26650.0,29200.0,3700.0,5,0.0,Rp0,True
2024-01-04,18,Nusa Tenggara Barat,29600.0,29200.0,3700.0,4,0.85,Rp250,True
2024-01-04,19,Nusa Tenggara Timur,32250.0,29200.0,3700.0,3,0.0,Rp0,True
2024-01-04,20,Kalimantan Barat,29950.0,29200.0,3700.0,3,0.0,Rp0,True
2024-01-04,21,Kalimantan Selatan,31100.0,29200.0,3700.0,3,0.0,Rp0,True
2024-01-04,22,Kalimantan Tengah,30800.0,29200.0,3700.0,3,-0.65,-Rp200,True
2024-01-04,23,Kalimantan Timur,29300.0,29200.0,3700.0,4,0.51,Rp150,True
2024-01-04,24,Kalimantan Utara,30500.0,29200.0,3700.0,3,0.0,Rp0,True
2024-01-04,25,Gorontalo,34300.0,29200.0,3700.0,2,0.0,Rp0,True
2024-01-04,26,Sulawesi Selatan,23750.0,29200.0,3700.0,5,-0.21,-Rp50,True
2024-01-04,27,Sulawesi Tenggara,29650.0,29200.0,3700.0,4,0.0,Rp0,True
2024-01-04,28,Sulawesi Tengah,29900.0,29200.0,3700.0,3,0.0,Rp0,True
2024-01-04,29,Sulawesi Utara,30100.0,29200.0,3700.0,3,-0.17,-Rp50,True
2024-01-04,30,Sulawesi Barat,23700.0,29200.0,3700.0,5,-0.21,-Rp50,True
2024-01-04,31,Maluku,36500.0,29200.0,3700.0,1,1.53,Rp550,True
2024-01-04,32,Maluku Utara,36100.0,29200.0,3700.0,1,0.0,Rp0,True
2024-01-04,33,Papua,36700.0,29200.0,3700.0,1,0.0,Rp0,True
2024-01-04,34,Papua Barat,38700.0,29200.0,3700.0,1,-3.25,-Rp1300,True
2024-01-05,1,Aceh,28050.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-05,2,Sumatera Utara,28800.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-05,3,Sumatera Barat,26600.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-05,4,Riau,26850.0,29150.0,3700.0,4,-0.19,-Rp50,True
2024-01-05,5,Kepulauan Riau,27400.0,29150.0,3700.0,4,-0.36,-Rp100,True
2024-01-05,6,Jambi,25650.0,29150.0,3700.0,5,-0.19,-Rp50,True
2024-01-05,7,Bengkulu,27050.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-05,8,Sumatera Selatan,26400.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-05,9,Kepulauan Bangka Belitung,31600.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-05,10,Lampung,25900.0,29150.0,3700.0,5,-0.38,-Rp100,True
2024-01-05,11,Banten,26100.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-05,12,Jawa Barat,26700.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-05,13,DKI Jakarta,26700.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-05,14,Jawa Tengah,26150.0,29150.0,3700.0,5,-0.38,-Rp100,True
2024-01-05,15,DI Yogyakarta,26750.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-05,16,Jawa Timur,25450.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-05,17,Bali,26650.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-05,18,Nusa Tenggara Barat,29600.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-05,19,Nusa Tenggara Timur,32000.0,29150.0,3700.0,3,-0.78,-Rp250,True
2024-01-05,20,Kalimantan Barat,29950.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-05,21,Kalimantan Selatan,31100.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-05,22,Kalimantan Tengah,30800.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-05,23,Kalimantan Timur,29300.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-05,24,Kalimantan Utara,30500.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-05,25,Gorontalo,34300.0,29150.0,3700.0,2,0.0,Rp0,True
2024-01-05,26,Sulawesi Selatan,23700.0,29150.0,3700.0,5,-0.21,-Rp50,True
2024-01-05,27,Sulawesi Tenggara,29650.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-05,28,Sulawesi Tengah,29900.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-05,29,Sulawesi Utara,30100.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-05,30,Sulawesi Barat,23700.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-05,31,Maluku,36000.0,29150.0,3700.0,1,-1.37,-Rp500,True
2024-01-05,32,Maluku Utara,36100.0,29150.0,3700.0,1,0.0,Rp0,True
2024-01-05,33,Papua,36700.0,29150.0,3700.0,1,0.0,Rp0,True
2024-01-05,34,Papua Barat,38700.0,29150.0,3700.0,1,0.0,Rp0,True
2024-01-06,1,Aceh,28050.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-06,2,Sumatera Utara,28800.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-06,3,Sumatera Barat,26600.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-06,4,Riau,26850.0,29150.0,3700.0,4,-0.19,-Rp50,True
2024-01-06,5,Kepulauan Riau,27400.0,29150.0,3700.0,4,-0.36,-Rp100,True
2024-01-06,6,Jambi,25650.0,29150.0,3700.0,5,-0.19,-Rp50,True
2024-01-06,7,Bengkulu,27050.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-06,8,Sumatera Selatan,26400.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-06,9,Kepulauan Bangka Belitung,31600.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-06,10,Lampung,25900.0,29150.0,3700.0,5,-0.38,-Rp100,True
2024-01-06,11,Banten,26100.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-06,12,Jawa Barat,26700.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-06,13,DKI Jakarta,26700.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-06,14,Jawa Tengah,26150.0,29150.0,3700.0,5,-0.38,-Rp100,True
2024-01-06,15,DI Yogyakarta,26750.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-06,16,Jawa Timur,25450.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-06,17,Bali,26650.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-06,18,Nusa Tenggara Barat,29600.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-06,19,Nusa Tenggara Timur,32000.0,29150.0,3700.0,3,-0.78,-Rp250,True
2024-01-06,20,Kalimantan Barat,29950.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-06,21,Kalimantan Selatan,31100.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-06,22,Kalimantan Tengah,30800.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-06,23,Kalimantan Timur,29300.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-06,24,Kalimantan Utara,30500.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-06,25,Gorontalo,34300.0,29150.0,3700.0,2,0.0,Rp0,True
2024-01-06,26,Sulawesi Selatan,23700.0,29150.0,3700.0,5,-0.21,-Rp50,True
2024-01-06,27,Sulawesi Tenggara,29650.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-06,28,Sulawesi Tengah,29900.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-06,29,Sulawesi Utara,30100.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-06,30,Sulawesi Barat,23700.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-06,31,Maluku,36000.0,29150.0,3700.0,1,-1.37,-Rp500,True
2024-01-06,32,Maluku Utara,36100.0,29150.0,3700.0,1,0.0,Rp0,True
2024-01-06,33,Papua,36700.0,29150.0,3700.0,1,0.0,Rp0,True
2024-01-06,34,Papua Barat,38700.0,29150.0,3700.0,1,0.0,Rp0,True
2024-01-07,1,Aceh,28050.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-07,2,Sumatera Utara,28800.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-07,3,Sumatera Barat,26600.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-07,4,Riau,26850.0,29150.0,3700.0,4,-0.19,-Rp50,True
2024-01-07,5,Kepulauan Riau,27400.0,29150.0,3700.0,4,-0.36,-Rp100,True
2024-01-07,6,Jambi,25650.0,29150.0,3700.0,5,-0.19,-Rp50,True
2024-01-07,7,Bengkulu,27050.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-07,8,Sumatera Selatan,26400.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-07,9,Kepulauan Bangka Belitung,31600.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-07,10,Lampung,25900.0,29150.0,3700.0,5,-0.38,-Rp100,True
2024-01-07,11,Banten,26100.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-07,12,Jawa Barat,26700.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-07,13,DKI Jakarta,26700.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-07,14,Jawa Tengah,26150.0,29150.0,3700.0,5,-0.38,-Rp100,True
2024-01-07,15,DI Yogyakarta,26750.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-07,16,Jawa Timur,25450.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-07,17,Bali,26650.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-07,18,Nusa Tenggara Barat,29600.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-07,19,Nusa Tenggara Timur,32000.0,29150.0,3700.0,3,-0.78,-Rp250,True
2024-01-07,20,Kalimantan Barat,29950.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-07,21,Kalimantan Selatan,31100.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-07,22,Kalimantan Tengah,30800.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-07,23,Kalimantan Timur,29300.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-07,24,Kalimantan Utara,30500.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-07,25,Gorontalo,34300.0,29150.0,3700.0,2,0.0,Rp0,True
2024-01-07,26,Sulawesi Selatan,23700.0,29150.0,3700.0,5,-0.21,-Rp50,True
2024-01-07,27,Sulawesi Tenggara,29650.0,29150.0,3700.0,4,0.0,Rp0,True
2024-01-07,28,Sulawesi Tengah,29900.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-07,29,Sulawesi Utara,30100.0,29150.0,3700.0,3,0.0,Rp0,True
2024-01-07,30,Sulawesi Barat,23700.0,29150.0,3700.0,5,0.0,Rp0,True
2024-01-07,31,Maluku,36000.0,29150.0,3700.0,1,-1.37,-Rp500,True
2024-01-07,32,Maluku Utara,36100.0,29150.0,3700.0,1,0.0,Rp0,True
2024-01-07,33,Papua,36700.0,29150.0,3700.0,1,0.0,Rp0,True
2024-01-07,34,Papua Barat,38700.0,29150.0,3700.0,1,0.0,Rp0,True
2024-01-08,1,Aceh,27650.0,28950.0,3600.0,4,-1.43,-Rp400,True
2024-01-08,2,Sumatera Utara,28850.0,28950.0,3600.0,4,0.17,Rp50,True
2024-01-08,3,Sumatera Barat,26200.0,28950.0,3600.0,5,-1.5,-Rp400,True
2024-01-08,4,Riau,26450.0,28950.0,3600.0,4,-1.49,-Rp400,True
2024-01-08,5,Kepulauan Riau,27150.0,28950.0,3600.0,4,-0.91,-Rp250,True
2024-01-08,6,Jambi,25650.0,28950.0,3600.0,5,0.0,Rp0,True
2024-01-08,7,Bengkulu,27050.0,28950.0,3600.0,4,0.0,Rp0,True
2024-01-08,8,Sumatera Selatan,26000.0,28950.0,3600.0,5,-1.52,-Rp400,True
2024-01-08,9,Kepulauan Bangka Belitung,31400.0,28950.0,3600.0,3,-0.63,-Rp200,True
2024-01-08,10,Lampung,25900.0,28950.0,3600.0,5,0.0,Rp0,True
2024-01-08,11,Banten,25750.0,28950.0,3600.0,5,-1.34,-Rp350,True
2024-01-08,12,Jawa Barat,26450.0,28950.0,3600.0,4,-0.94,-Rp250,True
2024-01-08,13,DKI Jakarta,26700.0,28950.0,3600.0,4,0.0,Rp0,True
2024-01-08,14,Jawa Tengah,25900.0,28950.0,3600.0,5,-0.96,-Rp250,True
2024-01-08,15,DI Yogyakarta,26750.0,28950.0,3600.0,4,0.0,Rp0,True
2024-01-08,16,Jawa Timur,25350.0,28950.0,3600.0,5,-0.39,-Rp100,True
2024-01-08,17,Bali,26450.0,28950.0,3600.0,4,-0.75,-Rp200,True
2024-01-08,18,Nusa Tenggara Barat,29600.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-08,19,Nusa Tenggara Timur,31800.0,28950.0,3600.0,2,-0.63,-Rp200,True
2024-01-08,20,Kalimantan Barat,29950.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-08,21,Kalimantan Selatan,30900.0,28950.0,3600.0,3,-0.64,-Rp200,True
2024-01-08,22,Kalimantan Tengah,30600.0,28950.0,3600.0,3,-0.65,-Rp200,True
2024-01-08,23,Kalimantan Timur,29300.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-08,24,Kalimantan Utara,30500.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-08,25,Gorontalo,34300.0,28950.0,3600.0,1,0.0,Rp0,True
2024-01-08,26,Sulawesi Selatan,23650.0,28950.0,3600.0,5,-0.21,-Rp50,True
2024-01-08,27,Sulawesi Tenggara,29650.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-08,28,Sulawesi Tengah,29900.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-08,29,Sulawesi Utara,29800.0,28950.0,3600.0,3,-1.0,-Rp300,True
2024-01-08,30,Sulawesi Barat,23750.0,28950.0,3600.0,5,0.21,Rp50,True
2024-01-08,31,Maluku,35800.0,28950.0,3600.0,1,-0.56,-Rp200,True
2024-01-08,32,Maluku Utara,36100.0,28950.0,3600.0,1,0.0,Rp0,True
2024-01-08,33,Papua,36700.0,28950.0,3600.0,1,0.0,Rp0,True
2024-01-08,34,Papua Barat,36700.0,28950.0,3600.0,1,-5.17,-Rp2000,True
2024-01-09,1,Aceh,27650.0,28950.0,3600.0,4,0.0,Rp0,True
2024-01-09,2,Sumatera Utara,28850.0,28950.0,3600.0,4,0.0,Rp0,True
2024-01-09,3,Sumatera Barat,26200.0,28950.0,3600.0,5,0.0,Rp0,True
2024-01-09,4,Riau,26450.0,28950.0,3600.0,4,0.0,Rp0,True
2024-01-09,5,Kepulauan Riau,27150.0,28950.0,3600.0,4,0.0,Rp0,True
2024-01-09,6,Jambi,25650.0,28950.0,3600.0,5,0.0,Rp0,True
2024-01-09,7,Bengkulu,27050.0,28950.0,3600.0,4,0.0,Rp0,True
2024-01-09,8,Sumatera Selatan,26000.0,28950.0,3600.0,5,0.0,Rp0,True
2024-01-09,9,Kepulauan Bangka Belitung,31400.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-09,10,Lampung,25900.0,28950.0,3600.0,5,0.0,Rp0,True
2024-01-09,11,Banten,25750.0,28950.0,3600.0,5,0.0,Rp0,True
2024-01-09,12,Jawa Barat,26400.0,28950.0,3600.0,4,-0.19,-Rp50,True
2024-01-09,13,DKI Jakarta,26700.0,28950.0,3600.0,4,0.0,Rp0,True
2024-01-09,14,Jawa Tengah,25750.0,28950.0,3600.0,5,-0.58,-Rp150,True
2024-01-09,15,DI Yogyakarta,26750.0,28950.0,3600.0,4,0.0,Rp0,True
2024-01-09,16,Jawa Timur,25300.0,28950.0,3600.0,5,-0.2,-Rp50,True
2024-01-09,17,Bali,26450.0,28950.0,3600.0,4,0.0,Rp0,True
2024-01-09,18,Nusa Tenggara Barat,29600.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-09,19,Nusa Tenggara Timur,31800.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-09,20,Kalimantan Barat,29800.0,28950.0,3600.0,3,-0.5,-Rp150,True
2024-01-09,21,Kalimantan Selatan,30900.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-09,22,Kalimantan Tengah,30400.0,28950.0,3600.0,3,-0.65,-Rp200,True
2024-01-09,23,Kalimantan Timur,29250.0,28950.0,3600.0,3,-0.17,-Rp50,True
2024-01-09,24,Kalimantan Utara,30500.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-09,25,Gorontalo,34300.0,28950.0,3600.0,2,0.0,Rp0,True
2024-01-09,26,Sulawesi Selatan,23650.0,28950.0,3600.0,5,0.0,Rp0,True
2024-01-09,27,Sulawesi Tenggara,29650.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-09,28,Sulawesi Tengah,29900.0,28950.0,3600.0,3,0.0,Rp0,True
2024-01-09,29,Sulawesi Utara,29700.0,28950.0,3600.0,3,-0.34,-Rp100,True
2024-01-09,30,Sulawesi Barat,23750.0,28950.0,3600.0,5,0.0,Rp0,True
2024-01-09,31,Maluku,35800.0,28950.0,3600.0,1,0.0,Rp0,True
2024-01-09,32,Maluku Utara,36100.0,28950.0,3600.0,1,0.0,Rp0,True
2024-01-09,33,Papua,36700.0,28950.0,3600.0,1,0.0,Rp0,True
